a / đọc là a
guidon / Ghi-đông
Guiness / Giu-nét
Guinness / Gui-nét
guitar / ghi-ta
guitare / ghi ta
Guus / Gút
Guyana / Guy-an-na
gâteau / Ga-tô
gôut / Gu
hacker / hách-cơ
Hamburg / Hăm-bớt
Hamilton / Ham-min-tơn
Hamlet / Hăm-lét
Hannah / han-na
Harry / ha-ri
Harvard / He-vớt
Havana / Ha-va-na
Hawaii / Ha-oai
Heating / hít-ting
Heaven / He-vần
hecta / Héc-ta
Hector / héc-tơ
Heineken / He-ni-ken
Helen / he-len
Henderson / Hen-đét-sơn
Henry / Hen-ry
Hernandez / Hét-nan-dét
heroin / Hê-rô-in
Heures / Hê-rét
Hiddink / Hít-đinh
Hillary / Hi-la-ri
Himalaya / Hi-ma-lay-a
Hindu / Hin-đu
Hitachi / Hi-ta-chi
Hitoshi / Hi-to-si
Hock / Hốc
Hokkaido / Hốc-kai-đo
Hollywood / Hô-ly-hút
Holmes / Hôm
Home- / Hôm
honda / hon-da
hormone / hóc môn
hors d'oeuvre / họt đơ
hors jeu / Ọt- dơ
Howard / hô-guốc
hub / hắp
Hudson / hắt-sơn
Hughes / hắc
Hungary / Hung-ga-ri
Hyatt / Hai
Hye / Hi
hyrazin / hai-ra-rin
Hyundai / Huyn-đai
Ibra / I-bờ-ra
Ibrahim / I-bờ-ra-him
Idemitsu / I-đêm-mit-su
Idol / Ai-đồ
Ilyumzhinov / i-zum-zi-no
Immersive / Im-méc-sip
inch / inh
Indonesia / In-đô-nê-si-a
Inox / i-nốc
Inoxydable / In-nóc-xi-đáp
Intel / In-theo
Inter / In-tơ
Interfax / in-tơ-fec
International / In-tơ-nây-sừn-nờ
Internet / in-tơ-nét
Interpol / in-tơ-pun
iPad / Ai-pát
iPhone / ai-phôn
iPod / ai-pót
Iran / Iran
Iraq / I-rắc
Ireland / Ai-rơ-len
Isaac / I-sắc
Isabella / ai-sơ-ben-la
Islands / Ai-rơ-len
iSuppli / ai-sắp-pờ-li
Item / Ai-từm
Ivan / ai-vừn
Ivanovic / In-va-no-vic
Jack / Rách
Jackson / Rách-sơn
Jae / Ra
Jafari / gia-fe-ri
Jakarta / Ja-các-ta
Jake / giếc-kơ
Jalil / Ra-li
Jamaica / Ra-mai-ca
jambon / giăm bông
James / Rêm
Jamie / Rêm-mi
Jane / Giên
Janeiro / Ra-ne-co
Janet / giơ-nét
Jared / giơ-rét
Jason / giắc-sơn
Javi / Ra-vi
Javier / ra-vi-ơ
Jay / Ray
jean / rin
jeans / Rin
Jeff / giép-phơ
Jenifer / Ren-ni-phơ
Jenkinson / Ren-li-son
Jennifer / Ren-ni-phơ
Jenny / gien-ni
Jenson / Ren-sơn
Jesse / gi-sơ
Jessica / giét-xi-ca
Ji / Ri
Jimmy / Rim-my
Jin / Gin
Joe / giâu
Johansson / Rô-han-sơn
John / Rôn
Johnny / giôn-ni
Johns / Rôn
Johnson / Rôn-sơn
Jolibee / Rô-li-bi
Jolie / Rô-li
Jonathan / giô-na-than
Jones / Rôn
Jonjo / Rôn-rô
Jonsson / Rôn-sơn
Jordan / Gióc-đan
Jose / Ro-sê
Joseph / giơ-xê-phơ
Ju / Riu
Judeh / Ju-det
Jules / Ru-lơ
Julia / Ru-li-a
Julie / giu-li
jupe / juýp
Just / Rớt
Justin / Justin
Juventus / Ru-ven-tút
kaki / Ka-ki
Kalimantan / Ka-li-man-ta
Kalou / Ka-lu
Kansai / Kan-sai
Kara / kây-ra
Karaoke / Ka-ra-ô-kê
Kate / kết-tờ
Katherine / ka-thơ-rin
Kazakhstan / Ka-rắc-tan
Kazakstan / Ka-rắc-tan
Keith / kây-thơ
Kelly / Ken-ly
Kenya / Ken-ni-a
Keukenhof / kiu-ken-hốp
Kevin / kê-vin
kid / kít
Kil / Ki
kilogram / ki-lô-gam
King / King
Kissinger / Kít-sing-gơ
Kitagawa / Kit-ta-ga-wa
Kolo / kô-lô
Kompany / Kom-pan-ni
Konchesky / Kon-chi-ki
Koto / cô-tô
Kuala / Ku-la
Kurt / Cút
Kuszczak / Ku-sắc
Ky / Ky
Kyle / kai-lơ
Kyoto / Ky-ô-tô
la bíère / La de
Lagger / lác-gơ
Lahabana / La-ha-ba-na
laine / len
Lalle / lan-lơ
Lambert / Lam-pét
lancer / Lăng-xê
lancée / lăng xê
Land / Len
Lanka / Lan-ka
Laptop / Lap-tóp
Larry / la-ri
Lauda / Lau-da
Laura / lau-ra
lavabo / La va bô
Law / Lau
Lawyers / Lao-ơ
Lazio / La-ri-ô
League / Líc
Lee / Li
Leningrad / Lê-nin-gờ-rát
Lenovo / Le-nô-vô
Lescott / Lét-cốt
leucin / lơ-xin
Levy / Le-vy
Lewis / Le-quít
Libya / Li-bi-a
Lifebuoy / Lai-boi
lift / cú líp
Liga / Li-ga
Lilly / li-li
Linda / lin-đa
Lion / Li-ưn
Lisbon / Lít-sờ-bon
litre / lít
Liverpool / Li-vơ-pun
Livorno / Li-vôn-nô
Lizzie / li-gin
local / Lô-can
location / Lô-ca-xông
logarimthe / lôgarít
logic / lô-gíc
logique / lôgic
logo / lô-gô
Lombard / lôm-bết
Lomonosov / Lô-mô-nô-sốp
London / Luân-đôn
Lopez / Lo-pét
Lorenzo / lô-ren-giô
Los / Lốt
loto / Lô tô
Louis / Lu-ít
loupe / kính lúp
lovely / lơp-ly
Lucas / Lu-cát
Lucia / lu-xi-ơ
Lucio / Lu-xi-ô
Lumpur / Lăm-pơ
Lusaka / Lu-sa-ka
Lux / Lắc
Luxembourg / Lúc-săm-bua
Luxurylauchs / Lu-xu-ry-lau
Lyon / Ly-ông
lysin / li-sin
légionnaire / Lê dương
Madonna / Ma-do-na
Madrid / Ma-đờ-rích
Magalhaes / Ma-ga-ha
Magician / Ma-di-cần
Mahut / Ma-hút
Maicon / Mai-con
Mail / Mêu
maillot / áo may ô
main-chạm tay / Me
Maisello / Mắc-sây
Malaga / Ma-la-ga
Malaysia / Ma-lai-xi-a
Maldonado / Ma-đo-na
malin / ma lanh
Malley / Ma-li
Mallorca / Ma-lóc-ca
Manchester / Man-chét-tơ
manchon / Măng-sông
Mancini / Man-ci-ni
mandat / Măng đa
Manila / ma-ni-la
Manly / Man-ly
mannequin / ma nơ canh
Mans / Men
manteau / áo măng tô
Manuel / Man-nua
Maradona / Ma-ra-do-na
Marcello / Mắc-xen-lô
Marcelo / Mác-se-lô
Marco / Mác-cô
Margaret / ma-ga-rết
Maria / Ma-ri-a
Mariadass / Ma-ri-a-dác
Mariana / Ma-ri-an-na
Marion / mơ-ri-ôn
Mark / mac
markerting / Ma-két-ting
marketing / ma-két-tinh
Marlin / Mác-lin
Marquez / Mắc-queo
Mars / Mác
Marseille / Mác-xây
Martha / ma-tha
Martin / Mác-tin
Martinez / Mác-ti-nét
Mary / Me-ry
Maryland / Me-ri-len
massage / mát-xa
match / Mách
matelot / Mạch-lô
Matthew / mết-thơ
Matxcova / Mát-cơ-va
Maxim / Mắc-xim
McCartney / Mắc-ca-ni
McCoy / Mác-coi
McDonald / Mắc-đô-nan
McDonalds / Mác-đô-nan
McDonnell / Mác-đo-neo
McLaren / Mắc-la-ren
McNish / Mắc-níc
Medan / Mê-dan
meeting / mít tinh
megapixel / mê-ga-phic-xeo
Mekong / Mê-công
Menu / Men-nu
Mercedes / Méc-sơ-déc
Mersad / Mơ-set
Messi / Mét-si
metre / mét
Metro / Mê-trô
Mexico / Mê-xi-cô
Mica / mi-ca
Michael / Mai-cơn
Michelle / mai-cheo
micro / Mi-cờ-rô
microgram / mi-cro-gram
Microsoft / Mai-cờ-rô-sop
Mika / mi-ka
Mikael / Mi-ken
Mikako / Mi-ka-cô
Mil / Miu
Milan / Mi-lan
millimeter / mi-li-mét
Mini / Mi-ni
Minsk / min
Mischa / Mi-cha
Miss / Mít
Mississippi / Mít-si-si-pi
Mitsubishi / Mít-su-bi-si
Moammar / mo-an-ma
MobiFone / Mô-bi-phôn
mobylette / Mô-bi-lết
mode / mốt
model / Mô-đen
modifié / Mô đi phê
Modise / Mô-đi-sê
Mohamed / Mô-ha-mét
Mohammad / mô-ham-mét
moi / Moa
Monaco / Mô-na-cô
Morning / Mo-ning
morphine / Mắc-phin
Mortimer / mô-tham-mơ
Mosmetrostroi / mat-mê-cho-choi
motif / mô típ
moto / môtô
mouchoir / Mùi xoa
moutarde / mù tạc
Moyes / Moi
Moza / Mo-ra
MuayThai / May-a-thái
Muller / Mu-lơ
Multitasking / Mun-ti-thoóc-kinh
Murphy / Mu-phi
Murray / Mu-rây
Museum / Miu-riềm
Mustafa / mut-ta-pha
Myanmar / My-an-ma
mètre / mét
médaille / Mề đay
Nadal / Nadal
Nani / Nan-ni
Naomi / Na-ô-mi
Napoli / Na-po-li
Nasri / Nat-ri
Nasser / nat-sơ
Nations / Nây-sừn
natri / nát-ri
Nemanja / Ne-măn-ra
net / nét
netbook / nét-búc
Neville / Ne-vin
New / Niu
Newcastle / Niu-cát-sô
News / new-sờ
Newspaper / Niu-sờ-pây-pơ
Nicholas / ni-cô-lát
Nick / ních-kơ
Nicklas / Ni-co-lác
nickname / Níc-nêm
Nicola / Ni-cô-la
Nicolas / Ni-cô-lai
Nicole / nai-côn
Niebel / nai-ben
Nigeria / Ni-gie-ri-a
Night / Nai
Nike / Nai
Niki / Ni-ki
nilon / ni-lông
Nobel / Nô-ben
Nobland / Nô-bờ-lan
Noel / Nô-en
noeud / Nơ
Nokia / Nô-ki-a
Northern / No-thầm
Norwood / no-gút
notebook / nốt-búc
nouilles / nui
Novosti / Nâu-vơ-ti
Noël / Nô-en
Nuclear / Nu-cờ-lia
nylon / ny lông
nègre / Ne
néon / đèn nê ông
nœud / nơ
Obama / Ô-ba-ma
Oban / Ô-ban
Obuchi / o-bu-chi
of / ợp
Ohio / Ô-hai-ô
Oil / Oi
Okinawa / Ô-ki-na-oa
Olardo / ô-la-đô
Olive / Ô-li-vơ
Olympiakos / Ô-lim-pi-a-cốt
Olympic / Ô-lim-píc
Oman / Ô-man
Omar / Ô-man
omelette / Ốp lết
One True Three / oẳn tù tì
Online / On-lai
Oracle / Ô-sa-lếc
Orion / O-ri-on
Osama / Ô-sa-ma
Osasuna / Ô-sa-su-na
Oscar / Ốt-sờ-ca
oxy / ô-xy
oxygen / ô-xi
oxygène / ôxy
ozone / ô-giôn
Pakistan / Pa-kít-tan
palabre / Bá láp
Palermo / Pa-léc-mô
Palm / Pam
Panama / Pa-na-ma
Panathinaikos / Pa-na-thi-nai-cốt
Panda / Pan-da
Panne / ban xe
Para / pa-ra
parabol / Pa-ra-bôn
Paraguay / Pa-ra-quay
Paris / Pa-ri
Park / Pác
Parker / pác-cơ
Parma / Pác-ma
party / Bạt-ti
password / Pát-quốc
Pastor / Pát-to
patin / pa tanh
Patrice / Pa-tríc
Patrick / pơ-trích
Pattie / pây-ti
Paul / Pau
pedale / pê đan
penalty / Bê-năng-ti
Penh / Pênh
Pep / Pép
Peter / Pi-tơ
Peterburg / Pê-téc-pua
Petkovic / Pét-cô-víc
Petrolimex / Pê-trô-li-mếch
Petronas / Pê-trô-nát
PetroTimes / Pê-trô-tham
Petrov / Pe-trô
Petrovic / Pê-trô-vic
Petrovietnam / Pê-tro-việt-nam
Phaco / Pha-cô
Pharma / Pha-ma
phenylalanin / phen-ni-la-la-nin
Phil / Phin
Philipp / Phi-líp
Philippin / Phi-lip-pin
Philippines / phi-lip-pin
Phillip / phi-líp
Phillipines / Phi-lip-pin
Phillips / Phi-lip
philstar / Phi-sờ-ta
Phnom / Phôm
Phone / Phôn
photo / pho-to
Photobucket / Phô-tô-búc-két
photocoppy / phô-tô-cóp-pi
Photographer / Pho-to-gờ-rap-phơ
piano / Pi-a-no
Pierro / Pia-rô
pile / pin
Pique / Pi-quê
piston / Pít-tông
Pitt / Pít
pixel / pic-xeo
Planet / Pờ-lan-nét
plastic / pờ-lát-tíc
Player / Pờ-lây-ơ
Plaza / Pờ-la-ra
Pleiku / Pờ-lây-ku
Plus / Pờ-lớt
Pol / Pôn
police / Phú lít
polimer / Pô-li-me
polymer / Pô-li-me
pont / Boong
Poomjaeng / Pun-ra-eng
Porter / Pót-tơ
Porto / Pót-tô
poste / Bót
Postman / Pốt-man
Pot / Pốt
poupée / búp bê
pourboire / boa
Press / p-ri
Priscilla / Pờ-rít-si-la
Prix / pờ-ít
prolin / pro-lin
protein / pờ-rô-tê-in
Pusan / Pu-san
Putin / Pu-tin
pyjama / Bi-ra-ma
pâté / Ba tê
pédale / Pê-đan
pédé / pê đê
Qualcomm / Qua-com
Queen / Quin
Rachel / rây-cơn
Radek / Ra-déc
radio / Ra-di-o
Rafael / Ra-pha-en
rail / Rầy
Ralph / rôn-phơ
Ramie / rơ-mai
Raphael / Ra-pha-en
Raul / Ra-un
Ray / rây
Reagan / Ri-gan
Recommandé / Rờ-co-măng-đê
Red / Rét
relais / Rơ le
Resort / Rì-sọt
ressort / Lò xo
Richard / rích-chát
Richards / Ríc-chắc
Richter / ríc-tờ
rideau / Ri-đô
Riley / rin-li
Rio / Ri-ô
Rise / Rai
Ritchie / Ríc-chi
Robbie / rốp-bi
Robert / rô-bét
Robin / Rô-bin
Robinho / Rô-bin-nhô
Robinson / Rô-nin-sơn
robot / Rô-bốt
rock / rốc
rocket / Rốc-kết
Rod / rốt
rodage / Rốt đa
Rodriguez / Rô-đờ-ri-gết
Roger / Rô-giơ
Rogger / róc-gơ
Roma / Rô-ma
Romania / Ro-man-ni-a
Romario / Rô-ma-ri-ô
Rome / Rôm
Ron / rôn
Ronald / Rô-nan
